molregno,canonical_smiles,pref_name,first_approval,dosed_ingredient,full_mwt,logp,pic50,target_type,organism,target_name,assay_type,confidence_score,is_marketed,target_count,total_measurements,target_density,murcko_scaffold,scaffold_label,murcko_similarity,has_benzo_five_ring
388373,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,HYDROCODONE,1943.0,0,299.37,1.93,7.303651523370167,SINGLE PROTEIN,Homo sapiens,"Kappa-type opioid receptor, Mu-type opioid receptor",B,9,1,2,2,1.0,O=C1CC[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,1,0.818,True
419580,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,HYDROMORPHONE,1984.0,0,285.34,1.63,8.413906861513942,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor, Delta-type opioid receptor",F,9,1,3,5,0.6,O=C1CC[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,1,0.818,True
428717,CN1CC[C@]23c4c5cccc4O[C@H]2CCC[C@H]3[C@H]1C5,,,0,255.36,2.75,6.82934406009938,SINGLE PROTEIN,Homo sapiens,"Kappa-type opioid receptor, Delta-type opioid receptor, Mu-type opioid receptor",B,8,0,3,3,1.0,c1cc2c3c(c1)O[C@H]1CCC[C@H]4[C@@H](C2)NCC[C@]314,1,0.818,True
428765,CO[C@H]1CC[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3C)[C@H]1O5,,,0,285.39,2.37,6.280668713016273,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCC[C@H]4[C@@H](C2)NCC[C@]314,1,0.818,True
428809,CN1CC[C@]23c4c5cccc4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,,,0,271.36,1.72,6.913640169325252,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCC[C@H]4[C@@H](C2)NCC[C@]314,1,0.818,True
472735,C=CCN1CC[C@]23c4c5ccc(C(N)=O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,,,0,354.41,0.69,7.228009884847694,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Delta-type opioid receptor, Kappa-type opioid receptor",B,9,0,3,3,1.0,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,1,0.818,True
494501,CNC(=O)COCC(=O)NCCCCNC(=O)COCC(=O)N[C@H]1CC[C@@]2(O)[C@H]3Cc4cc(O)cc5c4[C@@]2(CCN3C)[C@H]1O5,,,0,617.7,-1.55,9.052931099301832,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Gastrin/cholecystokinin type B receptor",B,8,0,2,3,0.6666666666666666,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,1,0.818,True
521456,CN1CC[C@]23c4c5ccc(C(N)=O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,,,0,312.37,1.02,7.546424779967626,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor, Delta-type opioid receptor",F,9,0,3,4,0.75,O=C1CC[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,1,0.818,True
551147,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,NALOXONE HYDROCHLORIDE,1971.0,1,363.84,1.3,6.475173949925249,SINGLE PROTEIN,Homo sapiens,Kappa-type opioid receptor,F,9,1,1,2,0.5,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,1,0.818,True
609326,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)CS)[C@H]1C5,,,0,374.46,0.8,7.65168640390374,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,2,1.0,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,1,0.818,True
609383,CC(=O)NCC(=O)NCC(=O)N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,458.52,-1.09,6.742321425130816,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,1,0.818,True
609380,CC(=O)N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,344.41,0.68,6.553285579110227,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,2,0.5,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,1,0.818,True
609850,CO[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,,,0,315.37,1.4,8.166473196929726,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Delta-type opioid receptor, Kappa-type opioid receptor",B,9,0,3,7,0.4285714285714285,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,1,0.818,True
631077,C[C@H]1Cc2c([nH]c3ccccc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,,,0,337.81,3.55,5.82102305270683,SINGLE PROTEIN,Homo sapiens,Cytochrome P450 2C9,A,9,0,1,1,1.0,O=C1Nc2ccccc2[C@]12NCCc1c2[nH]c2ccccc12,1,1.0,True
631199,C[C@H]1Cc2c([nH]c3ccc(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,,,0,355.8,3.69,5.764471553092451,SINGLE PROTEIN,Homo sapiens,Cytochrome P450 2C9,A,9,0,1,1,1.0,O=C1Nc2ccccc2[C@]12NCCc1c2[nH]c2ccccc12,1,1.0,True
676383,CN1CCC23c4c5ccc(O)c4O[C@H]2/C(=N\NC(N)=O)CC[C@@]3(O)C1C5.Cl,OXYMORPHONE SEMICARBAZONE HYDROCHLORIDE,,0,394.86,0.2,7.161150909262744,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,N=C1CCC2C3Cc4cccc5c4C2(CCN3)[C@H]1O5,1,0.818,True
1009828,C=CCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)C1C5,,,0,327.38,1.3,6.226728668260934,SINGLE PROTEIN,Homo sapiens,Kappa-type opioid receptor,F,9,0,1,2,0.5,O=C1CCC2C3Cc4cccc5c4[C@@]2(CCN3)C1O5,1,0.818,True
1069180,CO[C@@]12CC[C@H](NCC(=O)O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,,,0,374.44,0.87,7.78394857580593,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Delta-type opioid receptor, Kappa-type opioid receptor",B,9,0,3,3,1.0,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,1,0.818,True
1499897,COc1ccc2c(n1)C1(CO2)C(=O)Nc2ccccc21,,,0,268.27,1.72,6.0,SINGLE PROTEIN,Homo sapiens,Sodium channel protein type 9 subunit alpha,B,9,0,1,1,1.0,O=C1Nc2ccccc2C12COc1cccnc12,1,0.818,True
1499898,COc1ccc2c(n1)C1(CO2)C(=O)N(Cc2ccc(C(F)(F)F)o2)c2ccccc21,,,0,416.36,3.93,6.886056647693163,SINGLE PROTEIN,Homo sapiens,Sodium channel protein type 9 subunit alpha,B,9,0,1,1,1.0,O=C1N(Cc2ccco2)c2ccccc2C12COc1cccnc12,1,0.818,True
1499899,COc1ccc2c(n1)C1(CO2)C(=O)N(Cc2ccc(Cl)o2)c2ccccc21,,,0,382.8,3.56,7.221848749616356,SINGLE PROTEIN,Homo sapiens,Sodium channel protein type 9 subunit alpha,B,9,0,1,1,1.0,O=C1N(Cc2ccco2)c2ccccc2C12COc1cccnc12,1,0.818,True
1499902,COc1ccc2c(n1)C1(CO2)C(=O)N(Cc2ccccn2)c2ccccc21,,,0,359.39,2.71,6.7447274948966935,SINGLE PROTEIN,Homo sapiens,Sodium channel protein type 9 subunit alpha,B,9,0,1,1,1.0,O=C1N(Cc2ccccn2)c2ccccc2C12COc1cccnc12,1,0.818,True
1499901,COc1ccc2c(n1)C1(CO2)C(=O)N(Cc2ccc3c(c2)OCCO3)c2ccccc21,,,0,416.43,3.09,7.522878745280337,SINGLE PROTEIN,Homo sapiens,Sodium channel protein type 9 subunit alpha,B,9,0,1,1,1.0,O=C1N(Cc2ccc3c(c2)OCCO3)c2ccccc2C12COc1cccnc12,1,0.818,True
1499900,COc1ccc2c(n1)C1(CO2)C(=O)N(Cc2csc(C(C)C)n2)c2ccccc21,,,0,407.5,3.9,7.221848749616356,SINGLE PROTEIN,Homo sapiens,Sodium channel protein type 9 subunit alpha,B,9,0,1,1,1.0,O=C1N(Cc2cscn2)c2ccccc2C12COc1cccnc12,1,0.818,True
1499903,COc1ccc2c(n1)C1(CO2)C(=O)N(Cc2ncccc2C(F)(F)F)c2ccccc21,,,0,427.38,3.73,6.6020599913279625,SINGLE PROTEIN,Homo sapiens,Sodium channel protein type 9 subunit alpha,B,9,0,1,1,1.0,O=C1N(Cc2ccccn2)c2ccccc2C12COc1cccnc12,1,0.818,True
1542293,c1ccc(-c2c[nH]c([C@@H]3Cc4c([nH]c5ccccc45)C4(Cc5ccccc5C4)N3)n2)cc1,,,0,416.53,5.44,7.886056647693163,SINGLE PROTEIN,Homo sapiens,Somatostatin receptor type 3,B,8,0,1,1,1.0,c1ccc(-c2c[nH]c([C@@H]3Cc4c([nH]c5ccccc45)C4(Cc5ccccc5C4)N3)n2)cc1,1,0.955,True
1577517,COc1ccc2c3c1O[C@H]1[C@@H](OC)[C@H](C)C[C@H]4[C@@H](C2)N(C)CC[C@@]341,,,0,329.44,2.63,5.6020599913279625,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,F,9,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCC[C@H]4[C@@H](C2)NCC[C@]314,1,0.818,True
1577512,COc1ccc2c3c1O[C@H]1[C@@H](O)[C@H](C)C[C@H]4[C@@H](C2)N(C)CC[C@@]341,,,0,315.41,1.97,5.698970004336019,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,F,9,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCC[C@H]4[C@@H](C2)NCC[C@]314,1,0.818,True
1577513,C[C@@H]1C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@@H](O5)[C@H]1O,,,0,301.39,1.67,6.863920011562716,SINGLE PROTEIN,Homo sapiens,"Kappa-type opioid receptor, Delta-type opioid receptor, Mu-type opioid receptor",F,9,0,3,3,1.0,c1cc2c3c(c1)O[C@H]1CCC[C@H]4[C@@H](C2)NCC[C@]314,1,0.818,True
1742447,C=CCN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2C(=O)CC[C@]3(O)[C@@H]1C5,,,0,327.38,1.3,5.598599459218456,SINGLE PROTEIN,Homo sapiens,Cytochrome b-245 heavy chain,B,9,0,1,1,1.0,O=C1CCC2[C@@H]3Cc4cccc5c4[C@]2(CCN3)[C@@H]1O5,1,0.818,True
1798750,CC(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,344.41,0.68,6.154901959985743,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,1,0.818,True
2061971,CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(CO)C(=O)CC[C@@]3(O)[C@H]1C5,,,0,331.37,0.11,7.544239547455685,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Delta-type opioid receptor",B,9,0,2,3,0.6666666666666666,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3)C1O5,1,0.818,True
2205401,CO[C@@]12CCC[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,,,0,301.39,2.22,8.736395388241586,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Delta-type opioid receptor, Kappa-type opioid receptor",B,9,0,3,4,0.75,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,1,0.818,True
2214021,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@@]3(O)[C@H]1C5,,,0,287.36,1.57,7.797776638870362,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Delta-type opioid receptor, Kappa-type opioid receptor",B,9,0,3,4,0.75,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,1,0.818,True
2228500,CO[C@@]12CCC[C@]3(C)Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,,,0,315.41,2.61,8.497346043772708,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Delta-type opioid receptor, Kappa-type opioid receptor",B,9,0,3,4,0.75,c1cc2c3c(c1)OC1CCCC4[C@@H](C2)NCC[C@]314,1,0.818,True
2245857,COCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,493.6,1.26,6.59910120234157,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,4,0.5,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2246993,COCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,405.49,1.22,6.571910790363977,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor, Delta-type opioid receptor",B,8,0,3,5,0.6,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2247776,COCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,551.68,1.58,5.729987670861754,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2247876,COCCOCCOCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,713.86,1.34,6.276856321087528,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,3,0.6666666666666666,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2248000,COCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,537.65,1.27,6.3320329040461605,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor, Delta-type opioid receptor",B,8,0,3,5,0.6,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2248429,COCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,595.73,1.59,5.721635152262311,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2249724,COCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,361.44,1.21,6.543197638291521,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor, Delta-type opioid receptor",B,8,0,3,5,0.6,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2249993,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,625.76,1.31,6.325185875738069,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor, Delta-type opioid receptor",B,8,0,3,4,0.75,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2250007,COCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,375.47,1.51,6.184488662637236,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2250633,COc1ccc2c3c1O[C@H]1C(O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,,,0,317.39,0.84,5.50003813440381,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,F,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341,1,0.818,True
2250851,COCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,463.57,1.54,5.829633014928952,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,B,8,0,1,2,0.5,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2251585,COCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,419.52,1.53,6.199447874994993,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2251913,COCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,449.54,1.24,6.701187882298196,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,3,0.6666666666666666,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2252073,COCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,581.7,1.29,6.304029169336187,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor, Delta-type opioid receptor",B,8,0,3,4,0.75,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2252078,COCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,507.62,1.56,6.049294465226139,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2253721,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,,,0,639.78,1.61,5.793932778448912,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCC[C@@]341,1,0.818,True
2271278,COC(=O)N1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)[C@H](O)C(=O)[C@H]3[C@H]1C5,,,0,361.35,-0.29,5.956748900514816,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Delta-type opioid receptor",B,9,0,2,2,1.0,O=C1CC[C@@H]2Oc3cccc4c3[C@@]23CCN[C@H](C4)[C@H]13,1,0.818,True
2832055,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@@H]1O,AJMALINE,,0,326.44,1.55,5.99148333035061,SINGLE PROTEIN,Homo sapiens,"Cytochrome P450 2D6, Voltage-gated inwardly rectifying potassium channel KCNH2",B,8,0,2,2,1.0,c1ccc2c(c1)N[C@H]1[C@@H]3C[C@H]4CCN3[C@H]3C[C@@]21C[C@H]43,1,0.818,True
